"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2017","54.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2018","55.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2019","55.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2020","51.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2021","56.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2022","62.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2023","59.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","040","AUT","Austria","2024","56.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2005","62.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2006","66.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2007","68.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2008","65.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2009","51.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2010","54.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2011","56.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2012","53.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2013","48.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2014","43.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2015","37.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2016","46.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2017","48.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2018","54.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2019","49.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2020","35.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2021","46.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2022","60.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2023","49.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","031","AZE","Azerbaijan","2024","..",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2005","59.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2006","60.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2007","60.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2008","60.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2009","48.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2010","51.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2011","78.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2012","78.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2013","58.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2014","54.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2015","58.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2016","62.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2017","66.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2018","70.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2019","65.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2020","61.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2021","70.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2022","63.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2023","66.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","112","BLR","Belarus","2024","..",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2005","74.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2006","76.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2007","78.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2008","80.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2009","68.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2010","75.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2011","80.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2012","80.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2013","78.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2014","79.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2015","77.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2016","79.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2017","83.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2018","83.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2019","83.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2020","79.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2021","89.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2022","95.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2023","84.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","056","BEL","Belgium","2024","78.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2005","24.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2006","26.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2007","27.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2008","26.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2009","25.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2010","29.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2011","32.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2012","32.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2013","33.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2014","34.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2015","35.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2016","35.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2017","40.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2018","42.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2019","40.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2020","34.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2021","42.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2022","48.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2023","43.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","070","BIH","Bosnia and Herzegovina","2024","..",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2005","42.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2006","47.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2007","52.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2008","52.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2009","42.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2010","50.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2011","58.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2012","60.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2013","64.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2014","64.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2015","63.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2016","63.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2017","67.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2018","65.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2019","64.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2020","56.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2021","61.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2022","70.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2023","61.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","100","BGR","Bulgaria","2024","..",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2005","36.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2006","35.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2007","34.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2008","34.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2009","28.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2010","29.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2011","30.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2012","30.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2013","30.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2014","31.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2015","31.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2016","31.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2017","31.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2018","32.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2019","32.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2020","29.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2021","31.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2022","33.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2023","33.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","124","CAN","Canada","2024","..",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2005","36.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2006","37.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2007","37.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2008","36.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2009","32.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2010","35.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2011","38.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2012","38.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2013","39.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2014","42.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2015","45.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2016","46.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2017","48.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2018","49.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2019","50.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2020","41.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2021","49.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2022","59.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2023","52.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","191","HRV","Croatia","2024","49.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2005","55.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2006","53.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2007","53.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2008","50.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2009","48.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2010","50.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2011","53.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2012","55.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2013","61.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2014","66.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2015","70.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2016","70.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2017","73.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2018","74.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2019","75.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2020","79.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2021","90.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2022","102.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2023","97.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","196","CYP","Cyprus","2024","97.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2005","61.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2006","64.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2007","66.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2008","63.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2009","58.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2010","64.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2011","70.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2012","75.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2013","75.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2014","81.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2015","80.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2016","78.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2017","77.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2018","75.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2019","72.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2020","67.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2021","70.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2022","72.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2023","69.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","203","CZE","Czechia","2024","69.2",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2005","47.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2006","50.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2007","51.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2008","54.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2009","47.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2010","50.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2011","54.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2012","55.1",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2013","54.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2014","54.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2015","55.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2016","53.7",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2017","55.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2018","57.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2019","59.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2020","55.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2021","58.8",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2022","70.5",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2023","68.0",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","208","DNK","Denmark","2024","69.9",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","233","EST","Estonia","2005","65.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","233","EST","Estonia","2006","63.3",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","233","EST","Estonia","2007","62.6",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","233","EST","Estonia","2008","66.4",
"4","Share of exports in GDP, %","Share of exports in GDP","Percent","233","EST","Estonia","2009","60.9",
